Nr:	 N:	 X:	 E:
6.8e-07	1.00997	0.504974	4.90957
6.9e-07	1.00997	0.504974	4.91025
7e-07	1.00997	0.504973	4.91093
7.1e-07	1.00997	0.504972	4.91163
7.19999e-07	1.00997	0.504971	4.91236
7.29999e-07	1.00997	0.504971	4.91307
7.39999e-07	1.00997	0.50497	4.91379
7.49999e-07	1.00997	0.504969	4.91455
7.59999e-07	1.00997	0.504968	4.91527
7.69999e-07	1.00997	0.504968	4.91605
7.79999e-07	1.00997	0.504967	4.91679
7.89999e-07	1.00996	0.504966	4.9176
7.99999e-07	1.00996	0.504965	4.91836
8.09999e-07	1.00996	0.504964	4.91917
8.19999e-07	1.00996	0.504963	4.91998
8.29999e-07	1.00996	0.504963	4.92077
8.39999e-07	1.00996	0.504962	4.92163
8.49999e-07	1.00996	0.504961	4.92244
8.59999e-07	1.00996	0.50496	4.92328
8.69999e-07	1.00996	0.504959	4.92416
8.79999e-07	1.00996	0.504958	4.925
8.89999e-07	1.00996	0.504957	4.92587
8.99999e-07	1.00996	0.504956	4.92677
9.09999e-07	1.00995	0.504955	4.92766
9.19999e-07	1.00995	0.504954	4.92854
9.29999e-07	1.00995	0.504953	4.92946
9.39999e-07	1.00995	0.504953	4.9304
9.49999e-07	1.00995	0.504951	4.93133
9.59999e-07	1.00995	0.50495	4.93224
9.69999e-07	1.00995	0.504949	4.9332
9.79999e-07	1.00995	0.504948	4.93418
9.89999e-07	1.00995	0.504947	4.93515
9.99999e-07	1.00995	0.504946	4.93611
1.01e-06	1.00994	0.504945	4.93708
1.02e-06	1.00994	0.504944	4.9381
1.03e-06	1.00994	0.504943	4.93913
1.04e-06	1.00994	0.504942	4.94015
1.05e-06	1.00994	0.504941	4.94115
1.06e-06	1.00994	0.50494	4.94217
1.07e-06	1.00994	0.504939	4.94322
1.08e-06	1.00994	0.504938	4.9443
1.09e-06	1.00994	0.504936	4.94538
1.1e-06	1.00993	0.504935	4.94645
1.11e-06	1.00993	0.504934	4.94751
1.12e-06	1.00993	0.504933	4.94859
1.13e-06	1.00993	0.504932	4.9497
1.14e-06	1.00993	0.504931	4.95083
1.15e-06	1.00993	0.50493	4.95197
1.16e-06	1.00993	0.504928	4.9531
1.17e-06	1.00993	0.504927	4.95423
1.18e-06	1.00992	0.504926	4.95536
1.19e-06	1.00992	0.504925	4.95651
1.2e-06	1.00992	0.504923	4.95769
1.21e-06	1.00992	0.504922	4.95889
1.22e-06	1.00992	0.504921	4.9601
1.23e-06	1.00992	0.50492	4.96131
1.24e-06	1.00992	0.504918	4.96251
1.25e-06	1.00992	0.504917	4.96371
1.26e-06	1.00991	0.504916	4.96492
1.27e-06	1.00991	0.504914	4.96615
1.28e-06	1.00991	0.504913	4.9674
1.29e-06	1.00991	0.504912	4.96867
1.3e-06	1.00991	0.50491	4.96996
1.31e-06	1.00991	0.504909	4.97126
1.32e-06	1.00991	0.504908	4.97255
1.33e-06	1.0099	0.504906	4.97383
1.34e-06	1.0099	0.504905	4.97512
1.35e-06	1.0099	0.504904	4.97641
1.36e-06	1.0099	0.504902	4.97772
1.37e-06	1.0099	0.504901	4.97906
1.38e-06	1.0099	0.504899	4.98041
1.39e-06	1.0099	0.504898	4.98178
1.4e-06	1.00989	0.504896	4.98316
1.41e-06	1.00989	0.504895	4.98455
1.42e-06	1.00989	0.504893	4.98594
1.43e-06	1.00989	0.504892	4.98733
1.44e-06	1.00989	0.50489	4.98873
1.45e-06	1.00989	0.504889	4.9901
1.46e-06	1.00989	0.504887	4.99151
1.47e-06	1.00988	0.504886	4.99294
1.48e-06	1.00988	0.504884	4.99436
1.49e-06	1.00988	0.504883	4.99582
1.5e-06	1.00988	0.504881	4.9973
1.51e-06	1.00988	0.50488	4.99878
1.52e-06	1.00988	0.504878	5.00029
1.53e-06	1.00988	0.504876	5.00178
1.54e-06	1.00987	0.504875	5.0033
1.55e-06	1.00987	0.504873	5.00479
1.56e-06	1.00987	0.504872	5.00631
1.57e-06	1.00987	0.50487	5.00781
1.58e-06	1.00987	0.504868	5.00934
1.59e-06	1.00987	0.504867	5.01086
1.6e-06	1.00986	0.504865	5.0124
1.61e-06	1.00986	0.504863	5.01397
1.62e-06	1.00986	0.504862	5.01553
1.63e-06	1.00986	0.50486	5.01714
1.64e-06	1.00986	0.504858	5.01872
1.65e-06	1.00986	0.504857	5.02036
1.66e-06	1.00985	0.504855	5.022
1.67e-06	1.00985	0.504853	5.02363
1.68e-06	1.00985	0.504851	5.02529
1.69e-06	1.00985	0.50485	5.02692
1.7e-06	1.00985	0.504848	5.02857
1.71e-06	1.00985	0.504846	5.03024
1.72e-06	1.00984	0.504844	5.03189
1.73e-06	1.00984	0.504842	5.03355
1.74e-06	1.00984	0.504841	5.03523
1.75e-06	1.00984	0.504839	5.0369
1.76e-06	1.00984	0.504837	5.03858
1.77e-06	1.00983	0.504835	5.04031
1.78e-06	1.00983	0.504833	5.04204
1.79e-06	1.00983	0.504831	5.04376
1.8e-06	1.00983	0.504829	5.04553
1.81e-06	1.00983	0.504828	5.04731
1.82e-06	1.00983	0.504826	5.04907
1.83e-06	1.00982	0.504824	5.05086
1.84e-06	1.00982	0.504822	5.05269
1.85e-06	1.00982	0.50482	5.0545
1.86e-06	1.00982	0.504818	5.0563
1.87e-06	1.00982	0.504816	5.05813
1.88e-06	1.00981	0.504814	5.05997
1.89e-06	1.00981	0.504812	5.06179
1.9e-06	1.00981	0.50481	5.06361
1.91e-06	1.00981	0.504808	5.06546
1.92e-06	1.00981	0.504806	5.06733
1.93e-06	1.0098	0.504804	5.06918
1.94e-06	1.0098	0.504802	5.07103
1.95e-06	1.0098	0.5048	5.07291
1.96e-06	1.0098	0.504798	5.0748
1.97e-06	1.0098	0.504796	5.0767
1.98e-06	1.00979	0.504794	5.07859
1.99e-06	1.00979	0.504791	5.08051
2e-06	1.00979	0.504789	5.08246
2.01e-06	1.00979	0.504787	5.08444
2.02e-06	1.00979	0.504785	5.08641
2.03e-06	1.00978	0.504783	5.08837
2.04e-06	1.00978	0.504781	5.09036
2.05e-06	1.00978	0.504779	5.09238
2.06e-06	1.00978	0.504777	5.0944
2.07e-06	1.00978	0.504774	5.09641
2.08e-06	1.00977	0.504772	5.09842
2.09e-06	1.00977	0.50477	5.10046
2.1e-06	1.00977	0.504768	5.10252
2.11e-06	1.00977	0.504765	5.10458
2.12e-06	1.00976	0.504763	5.10664
2.13e-06	1.00976	0.504761	5.10869
2.14e-06	1.00976	0.504759	5.11075
2.15e-06	1.00976	0.504757	5.11283
2.16e-06	1.00976	0.504754	5.11492
2.17e-06	1.00975	0.504752	5.117
2.18e-06	1.00975	0.50475	5.11909
2.19e-06	1.00975	0.504747	5.12118
2.2e-06	1.00975	0.504745	5.12327
2.21e-06	1.00975	0.504743	5.12542
2.22e-06	1.00974	0.50474	5.12757
2.23e-06	1.00974	0.504738	5.12972
2.24e-06	1.00974	0.504736	5.1319
2.25e-06	1.00974	0.504733	5.13404
2.26e-06	1.00973	0.504731	5.13623
2.27e-06	1.00973	0.504728	5.13843
2.28e-06	1.00973	0.504726	5.14065
2.29e-06	1.00973	0.504723	5.14288
2.3e-06	1.00972	0.504721	5.14511
2.31e-06	1.00972	0.504719	5.14735
2.32e-06	1.00972	0.504716	5.14958
2.33e-06	1.00972	0.504714	5.15185
2.34e-06	1.00971	0.504711	5.15414
2.35e-06	1.00971	0.504709	5.15645
2.36e-06	1.00971	0.504706	5.15877
2.37e-06	1.00971	0.504704	5.16108
2.38e-06	1.00971	0.504701	5.16339
2.39e-06	1.0097	0.504698	5.16569
2.4e-06	1.0097	0.504696	5.16803
2.41e-06	1.0097	0.504693	5.17035
2.42e-06	1.0097	0.504691	5.17272
2.43e-06	1.00969	0.504688	5.17507
2.44e-06	1.00969	0.504686	5.17744
2.45e-06	1.00969	0.504683	5.17979
2.46e-06	1.00969	0.50468	5.18213
2.47e-06	1.00968	0.504678	5.18451
2.48e-06	1.00968	0.504675	5.18688
2.49e-06	1.00968	0.504672	5.18928
2.5e-06	1.00968	0.50467	5.19171
2.51e-06	1.00967	0.504667	5.19412
2.52e-06	1.00967	0.504664	5.19657
2.53e-06	1.00967	0.504662	5.19899
2.54e-06	1.00967	0.504659	5.20141
2.55e-06	1.00966	0.504656	5.20386
2.56e-06	1.00966	0.504654	5.2063
2.57e-06	1.00966	0.504651	5.20877
2.58e-06	1.00965	0.504648	5.21127
2.59e-06	1.00965	0.504645	5.21377
2.6e-06	1.00965	0.504642	5.21628
2.61e-06	1.00965	0.50464	5.21881
2.62e-06	1.00964	0.504637	5.22132
2.63e-06	1.00964	0.504634	5.22383
2.64e-06	1.00964	0.504631	5.22639
2.65e-06	1.00964	0.504628	5.22893
2.66e-06	1.00963	0.504625	5.2315
2.67e-06	1.00963	0.504622	5.23411
2.68e-06	1.00963	0.50462	5.23673
2.69e-06	1.00963	0.504617	5.23934
2.7e-06	1.00962	0.504614	5.24198
2.71e-06	1.00962	0.504611	5.24463
2.72e-06	1.00962	0.504608	5.24725
2.73e-06	1.00961	0.504605	5.24988
2.74e-06	1.00961	0.504602	5.25254
2.75e-06	1.00961	0.504599	5.2552
2.76e-06	1.00961	0.504596	5.25786
2.77e-06	1.0096	0.504593	5.26056
2.78e-06	1.0096	0.50459	5.26328
2.79e-06	1.0096	0.504587	5.26598
2.8e-06	1.0096	0.504584	5.26869
2.81e-06	1.00959	0.504581	5.27141
2.82e-06	1.00959	0.504578	5.27414
2.83e-06	1.00959	0.504575	5.27684
2.84e-06	1.00958	0.504572	5.27956
2.85e-06	1.00958	0.504569	5.2823
2.86e-06	1.00958	0.504566	5.28507
2.87e-06	1.00958	0.504563	5.28782
2.88e-06	1.00957	0.50456	5.29058
2.89e-06	1.00957	0.504556	5.29339
2.9e-06	1.00957	0.504553	5.29621
2.91e-06	1.00956	0.50455	5.29901
2.92e-06	1.00956	0.504547	5.30181
2.93e-06	1.00956	0.504544	5.30463
2.94e-06	1.00955	0.504541	5.30746
2.95e-06	1.00955	0.504537	5.31027
2.96e-06	1.00955	0.504534	5.31309
2.97e-06	1.00955	0.504531	5.31591
2.98e-06	1.00954	0.504528	5.31877
2.99e-06	1.00954	0.504524	5.32165
3e-06	1.00954	0.504521	5.32451
3.01e-06	1.00953	0.504518	5.3274
3.02e-06	1.00953	0.504515	5.3303
3.03e-06	1.00953	0.504511	5.33323
3.04e-06	1.00952	0.504508	5.33615
3.05e-06	1.00952	0.504505	5.33906
3.06e-06	1.00952	0.504501	5.34197
3.07e-06	1.00952	0.504498	5.34491
3.08e-06	1.00951	0.504494	5.34787
3.09e-06	1.00951	0.504491	5.35082
3.1e-06	1.00951	0.504488	5.35377
3.11e-06	1.0095	0.504484	5.35675
3.12e-06	1.0095	0.504481	5.35975
3.13e-06	1.0095	0.504478	5.36279
3.14e-06	1.00949	0.504474	5.36582
3.15e-06	1.00949	0.504471	5.36887
3.16e-06	1.00949	0.504467	5.37191
3.17e-06	1.00948	0.504464	5.37499
3.18e-06	1.00948	0.50446	5.37806
3.19e-06	1.00948	0.504457	5.38117
3.2e-06	1.00947	0.504453	5.38424
3.21e-06	1.00947	0.50445	5.38732
3.22e-06	1.00947	0.504446	5.3904
3.23e-06	1.00946	0.504443	5.3935
3.24e-06	1.00946	0.504439	5.39664
3.25e-06	1.00946	0.504436	5.39977
3.26e-06	1.00945	0.504432	5.40292
3.27e-06	1.00945	0.504428	5.40604
3.28e-06	1.00945	0.504425	5.40921
3.29e-06	1.00945	0.504421	5.41241
3.3e-06	1.00944	0.504417	5.41561
3.31e-06	1.00944	0.504414	5.41883
3.32e-06	1.00944	0.50441	5.42202
3.33e-06	1.00943	0.504406	5.42522
3.34e-06	1.00943	0.504403	5.42844
3.35e-06	1.00943	0.504399	5.43166
3.36e-06	1.00942	0.504395	5.4349
3.37e-06	1.00942	0.504392	5.43813
3.38e-06	1.00941	0.504388	5.44135
3.39e-06	1.00941	0.504384	5.4446
3.4e-06	1.00941	0.50438	5.44785
3.41e-06	1.0094	0.504377	5.45112
3.42e-06	1.0094	0.504373	5.45442
3.43e-06	1.0094	0.504369	5.45772
3.44e-06	1.00939	0.504366	5.46103
3.45e-06	1.00939	0.504362	5.46436
3.46e-06	1.00939	0.504358	5.46768
3.47e-06	1.00938	0.504354	5.47101
3.48e-06	1.00938	0.50435	5.47438
3.49e-06	1.00938	0.504346	5.47773
3.5e-06	1.00937	0.504342	5.4811
3.51e-06	1.00937	0.504339	5.48447
3.52e-06	1.00937	0.504335	5.48782
3.53e-06	1.00936	0.504331	5.49117
3.54e-06	1.00936	0.504327	5.49455
3.55e-06	1.00936	0.504323	5.49794
3.56e-06	1.00935	0.504319	5.50133
3.57e-06	1.00935	0.504315	5.50475
3.58e-06	1.00935	0.504311	5.50817
3.59e-06	1.00934	0.504307	5.51156
3.6e-06	1.00934	0.504303	5.51499
3.61e-06	1.00933	0.504299	5.51844
3.62e-06	1.00933	0.504295	5.52189
3.63e-06	1.00933	0.504291	5.52535
3.64e-06	1.00932	0.504287	5.52886
3.65e-06	1.00932	0.504283	5.53237
3.66e-06	1.00932	0.504279	5.53584
3.67e-06	1.00931	0.504275	5.53934
3.68e-06	1.00931	0.504271	5.54286
3.69001e-06	1.00931	0.504267	5.54635
3.70001e-06	1.0093	0.504262	5.54988
3.71001e-06	1.0093	0.504258	5.55342
3.72001e-06	1.00929	0.504254	5.55698
3.73001e-06	1.00929	0.50425	5.56053
3.74001e-06	1.00929	0.504246	5.56406
3.75001e-06	1.00928	0.504242	5.56762
3.76001e-06	1.00928	0.504237	5.57118
3.77001e-06	1.00928	0.504233	5.57475
3.78001e-06	1.00927	0.504229	5.57834
3.79001e-06	1.00927	0.504225	5.58197
3.80001e-06	1.00926	0.50422	5.58563
3.81001e-06	1.00926	0.504216	5.58926
3.82001e-06	1.00926	0.504212	5.59292
3.83001e-06	1.00925	0.504208	5.59657
3.84001e-06	1.00925	0.504203	5.60025
3.85001e-06	1.00925	0.504199	5.60391
3.86001e-06	1.00924	0.504195	5.60761
3.87001e-06	1.00924	0.50419	5.61133
3.88001e-06	1.00923	0.504186	5.61508
3.89001e-06	1.00923	0.504182	5.61881
3.90001e-06	1.00923	0.504177	5.62255
3.91001e-06	1.00922	0.504173	5.62628
3.92001e-06	1.00922	0.504168	5.63003
3.93001e-06	1.00921	0.504164	5.63376
3.94001e-06	1.00921	0.504159	5.63751
3.95001e-06	1.00921	0.504155	5.64126
3.96001e-06	1.0092	0.504151	5.64506
3.97001e-06	1.0092	0.504146	5.64886
3.98001e-06	1.00919	0.504142	5.65267
3.99001e-06	1.00919	0.504137	5.65646
4.00001e-06	1.00919	0.504133	5.66029
4.01001e-06	1.00918	0.504128	5.66412
4.02001e-06	1.00918	0.504124	5.66794
4.03001e-06	1.00917	0.504119	5.67178
4.04001e-06	1.00917	0.504114	5.67562
4.05001e-06	1.00917	0.50411	5.67951
4.06001e-06	1.00916	0.504105	5.68342
4.07001e-06	1.00916	0.504101	5.68733
4.08001e-06	1.00915	0.504096	5.69125
4.09001e-06	1.00915	0.504091	5.69516
4.10001e-06	1.00915	0.504087	5.6991
4.11001e-06	1.00914	0.504082	5.70303
4.12001e-06	1.00914	0.504077	5.70696
4.13001e-06	1.00913	0.504073	5.71089
4.14001e-06	1.00913	0.504068	5.71482
4.15001e-06	1.00912	0.504063	5.7188
4.16001e-06	1.00912	0.504059	5.72279
4.17001e-06	1.00912	0.504054	5.72677
4.18001e-06	1.00911	0.504049	5.73076
4.19001e-06	1.00911	0.504044	5.73474
4.20001e-06	1.0091	0.504039	5.73875
4.21001e-06	1.0091	0.504035	5.74276
4.22001e-06	1.0091	0.50403	5.74675
4.23001e-06	1.00909	0.504025	5.75076
4.24001e-06	1.00909	0.50402	5.75476
4.25001e-06	1.00908	0.504016	5.75879
4.26001e-06	1.00908	0.504011	5.76287
4.27001e-06	1.00907	0.504006	5.76696
4.28001e-06	1.00907	0.504001	5.77104
4.29002e-06	1.00907	0.503996	5.77514
4.30002e-06	1.00906	0.503991	5.77924
4.31002e-06	1.00906	0.503986	5.78335
4.32002e-06	1.00905	0.503981	5.7875
4.33002e-06	1.00905	0.503976	5.79162
4.34002e-06	1.00904	0.503971	5.79572
4.35002e-06	1.00904	0.503966	5.79986
4.36002e-06	1.00904	0.503962	5.80401
4.37002e-06	1.00903	0.503956	5.80818
4.38002e-06	1.00903	0.503952	5.81238
4.39002e-06	1.00902	0.503947	5.81658
4.40002e-06	1.00902	0.503942	5.82076
4.41002e-06	1.00901	0.503937	5.82497
4.42002e-06	1.00901	0.503931	5.82918
4.43002e-06	1.00901	0.503926	5.83337
4.44002e-06	1.009	0.503921	5.83759
4.45002e-06	1.009	0.503916	5.84181
4.46002e-06	1.00899	0.503911	5.84599
4.47002e-06	1.00899	0.503906	5.8502
4.48002e-06	1.00898	0.503901	5.85444
4.49002e-06	1.00898	0.503896	5.85867
4.50002e-06	1.00897	0.503891	5.86294
4.51002e-06	1.00897	0.503885	5.86723
4.52002e-06	1.00897	0.50388	5.87151
4.53002e-06	1.00896	0.503875	5.87577
4.54002e-06	1.00896	0.50387	5.88007
4.55002e-06	1.00895	0.503865	5.88438
4.56002e-06	1.00895	0.503859	5.88868
4.57002e-06	1.00894	0.503854	5.893
4.58002e-06	1.00894	0.503849	5.89732
4.59002e-06	1.00893	0.503844	5.90164
4.60002e-06	1.00893	0.503838	5.90595
4.61002e-06	1.00892	0.503833	5.91031
4.62002e-06	1.00892	0.503828	5.91469
4.63002e-06	1.00892	0.503822	5.91909
4.64002e-06	1.00891	0.503817	5.92348
4.65002e-06	1.00891	0.503812	5.92791
4.66002e-06	1.0089	0.503806	5.93231
4.67002e-06	1.0089	0.503801	5.93673
4.68002e-06	1.00889	0.503796	5.94113
4.69002e-06	1.00889	0.50379	5.94559
4.70002e-06	1.00888	0.503785	5.95003
4.71002e-06	1.00888	0.503779	5.95447
4.72002e-06	1.00887	0.503774	5.95888
4.73002e-06	1.00887	0.503768	5.96334
4.74002e-06	1.00886	0.503763	5.96778
4.75002e-06	1.00886	0.503757	5.97224
4.76002e-06	1.00885	0.503752	5.97671
4.77002e-06	1.00885	0.503746	5.98123
4.78002e-06	1.00885	0.503741	5.98575
4.79002e-06	1.00884	0.503735	5.99025
4.80002e-06	1.00884	0.50373	5.99476
4.81002e-06	1.00883	0.503724	5.99928
4.82002e-06	1.00883	0.503719	6.00382
4.83002e-06	1.00882	0.503713	6.00834
4.84002e-06	1.00882	0.503708	6.01289
4.85002e-06	1.00881	0.503702	6.01745
4.86003e-06	1.00881	0.503696	6.02201
4.87002e-06	1.0088	0.503691	6.02657
4.88003e-06	1.0088	0.503685	6.03112
4.89003e-06	1.00879	0.503679	6.03571
4.90003e-06	1.00879	0.503674	6.04031
4.91003e-06	1.00878	0.503668	6.04494
4.92003e-06	1.00878	0.503662	6.04958
4.93003e-06	1.00877	0.503657	6.05424
4.94003e-06	1.00877	0.503651	6.05893
4.95003e-06	1.00876	0.503645	6.0636
4.96003e-06	1.00876	0.503639	6.06827
4.97003e-06	1.00875	0.503634	6.07295
4.98003e-06	1.00875	0.503628	6.07765
4.99003e-06	1.00874	0.503622	6.08238
5.00003e-06	1.00874	0.503616	6.08709
5.01003e-06	1.00873	0.503611	6.09179
5.02003e-06	1.00873	0.503605	6.09652
5.03003e-06	1.00872	0.503599	6.10126
5.04003e-06	1.00872	0.503593	6.106
5.05003e-06	1.00871	0.503587	6.11074
5.06003e-06	1.00871	0.503581	6.11547
5.07003e-06	1.0087	0.503576	6.12026
5.08003e-06	1.0087	0.50357	6.12507
5.09003e-06	1.00869	0.503564	6.12988
5.10003e-06	1.00869	0.503558	6.13471
5.11003e-06	1.00868	0.503552	6.13951
5.12003e-06	1.00868	0.503546	6.14432
5.13003e-06	1.00867	0.50354	6.14916
5.14003e-06	1.00867	0.503534	6.15399
5.15003e-06	1.00866	0.503528	6.1588
5.16003e-06	1.00866	0.503522	6.16364
5.17003e-06	1.00865	0.503516	6.16849
5.18003e-06	1.00865	0.50351	6.17334
5.19003e-06	1.00864	0.503504	6.17822
5.20003e-06	1.00864	0.503498	6.18307
5.21003e-06	1.00863	0.503492	6.18792
5.22003e-06	1.00863	0.503486	6.19281
5.23003e-06	1.00862	0.50348	6.19769
5.24003e-06	1.00862	0.503473	6.20261
5.25003e-06	1.00861	0.503468	6.20754
5.26003e-06	1.00861	0.503461	6.21248
5.27003e-06	1.0086	0.503455	6.21744
5.28003e-06	1.0086	0.503449	6.22242
5.29003e-06	1.00859	0.503443	6.22741
5.30003e-06	1.00859	0.503437	6.23237
5.31003e-06	1.00858	0.50343	6.23735
5.32003e-06	1.00858	0.503424	6.24233
5.33003e-06	1.00857	0.503418	6.24732
5.34003e-06	1.00856	0.503412	6.25234
5.35003e-06	1.00856	0.503405	6.25737
5.36003e-06	1.00855	0.503399	6.26239
5.37003e-06	1.00855	0.503393	6.2674
5.38003e-06	1.00854	0.503386	6.27246
5.39003e-06	1.00854	0.50338	6.2775
5.40003e-06	1.00853	0.503374	6.28257
5.41003e-06	1.00853	0.503368	6.28763
5.42003e-06	1.00852	0.503361	6.29271
5.43003e-06	1.00852	0.503355	6.29777
5.44003e-06	1.00851	0.503349	6.30289
5.45003e-06	1.00851	0.503342	6.30804
5.46004e-06	1.0085	0.503336	6.31319
5.47003e-06	1.0085	0.503329	6.31833
5.48004e-06	1.00849	0.503323	6.32349
5.49004e-06	1.00848	0.503316	6.32862
5.50004e-06	1.00848	0.50331	6.33376
5.51004e-06	1.00847	0.503304	6.33891
5.52004e-06	1.00847	0.503297	6.34409
5.53004e-06	1.00846	0.503291	6.34925
5.54004e-06	1.00846	0.503284	6.3544
5.55004e-06	1.00845	0.503277	6.35957
5.56004e-06	1.00845	0.503271	6.36476
5.57004e-06	1.00844	0.503264	6.36996
5.58004e-06	1.00844	0.503258	6.37515
5.59004e-06	1.00843	0.503251	6.38038
5.60004e-06	1.00842	0.503245	6.38558
5.61004e-06	1.00842	0.503238	6.39078
5.62004e-06	1.00841	0.503232	6.39599
5.63004e-06	1.00841	0.503225	6.40125
5.64004e-06	1.0084	0.503218	6.40651
5.65004e-06	1.0084	0.503212	6.41177
5.66004e-06	1.00839	0.503205	6.41706
5.67004e-06	1.00839	0.503198	6.42235
5.68004e-06	1.00838	0.503192	6.42766
5.69004e-06	1.00837	0.503185	6.43297
5.70004e-06	1.00837	0.503178	6.43829
5.71004e-06	1.00836	0.503171	6.44363
5.72004e-06	1.00836	0.503165	6.44893
5.73004e-06	1.00835	0.503158	6.45423
5.74004e-06	1.00835	0.503151	6.45954
5.75004e-06	1.00834	0.503145	6.46489
5.76004e-06	1.00833	0.503138	6.47025
5.77004e-06	1.00833	0.503131	6.4756
5.78004e-06	1.00832	0.503124	6.481
5.79004e-06	1.00832	0.503118	6.48639
5.80004e-06	1.00831	0.50311	6.49177
5.81004e-06	1.00831	0.503104	6.49716
5.82004e-06	1.0083	0.503097	6.50255
5.83004e-06	1.0083	0.50309	6.50798
5.84004e-06	1.00829	0.503083	6.51343
5.85004e-06	1.00828	0.503076	6.51887
5.86004e-06	1.00828	0.503069	6.52432
5.87004e-06	1.00827	0.503062	6.52976
5.88004e-06	1.00827	0.503055	6.53525
5.89004e-06	1.00826	0.503048	6.54075
5.90004e-06	1.00825	0.503042	6.54623
5.91004e-06	1.00825	0.503034	6.55177
5.92004e-06	1.00824	0.503027	6.5573
5.93004e-06	1.00824	0.50302	6.56281
5.94004e-06	1.00823	0.503013	6.56833
5.95004e-06	1.00823	0.503006	6.57383
5.96004e-06	1.00822	0.502999	6.57934
5.97004e-06	1.00821	0.502992	6.58488
5.98004e-06	1.00821	0.502985	6.59041
5.99004e-06	1.0082	0.502978	6.59594
6.00004e-06	1.0082	0.502971	6.60148
6.01004e-06	1.00819	0.502964	6.60705
6.02004e-06	1.00818	0.502957	6.61261
6.03004e-06	1.00818	0.50295	6.61819
6.04004e-06	1.00817	0.502943	6.62376
6.05004e-06	1.00817	0.502935	6.62935
6.06005e-06	1.00816	0.502928	6.63498
6.07005e-06	1.00815	0.502921	6.64057
6.08005e-06	1.00815	0.502914	6.64617
6.09005e-06	1.00814	0.502907	6.65177
6.10005e-06	1.00814	0.502899	6.65738
6.11005e-06	1.00813	0.502892	6.66301
6.12005e-06	1.00813	0.502885	6.66868
6.13005e-06	1.00812	0.502878	6.67433
6.14005e-06	1.00811	0.50287	6.67999
6.15005e-06	1.00811	0.502863	6.68569
6.16005e-06	1.0081	0.502856	6.69137
6.17005e-06	1.00809	0.502848	6.69705
6.18005e-06	1.00809	0.502841	6.70271
6.19005e-06	1.00808	0.502834	6.7084
6.20005e-06	1.00808	0.502826	6.71408
6.21005e-06	1.00807	0.502819	6.71981
6.22005e-06	1.00806	0.502811	6.72551
6.23005e-06	1.00806	0.502804	6.7312
6.24005e-06	1.00805	0.502797	6.7369
