Nr:	 N:	 X:	 E:
6.8e-07	1.00997	0.504975	4.90956
6.9e-07	1.00997	0.504974	4.91024
7e-07	1.00997	0.504973	4.91092
7.1e-07	1.00997	0.504972	4.91162
7.19999e-07	1.00997	0.504972	4.91235
7.29999e-07	1.00997	0.504971	4.91306
7.39999e-07	1.00997	0.50497	4.91378
7.49999e-07	1.00997	0.504969	4.91454
7.59999e-07	1.00997	0.504969	4.91526
7.69999e-07	1.00997	0.504968	4.91604
7.79999e-07	1.00997	0.504967	4.91678
7.89999e-07	1.00997	0.504966	4.91759
7.99999e-07	1.00996	0.504965	4.91835
8.09999e-07	1.00996	0.504965	4.91916
8.19999e-07	1.00996	0.504963	4.91996
8.29999e-07	1.00996	0.504963	4.92076
8.39999e-07	1.00996	0.504962	4.92161
8.49999e-07	1.00996	0.504961	4.92243
8.59999e-07	1.00996	0.50496	4.92327
8.69999e-07	1.00996	0.504959	4.92414
8.79999e-07	1.00996	0.504958	4.92499
8.89999e-07	1.00996	0.504957	4.92585
8.99999e-07	1.00996	0.504956	4.92676
9.09999e-07	1.00995	0.504956	4.92765
9.19999e-07	1.00995	0.504955	4.92852
9.29999e-07	1.00995	0.504953	4.92944
9.39999e-07	1.00995	0.504952	4.93039
9.49999e-07	1.00995	0.504952	4.93131
9.59999e-07	1.00995	0.504951	4.93222
9.69999e-07	1.00995	0.50495	4.93318
9.79999e-07	1.00995	0.504949	4.93416
9.89999e-07	1.00995	0.504948	4.93513
9.99999e-07	1.00994	0.504947	4.93609
1.01e-06	1.00994	0.504945	4.93706
1.02e-06	1.00994	0.504945	4.93807
1.03e-06	1.00994	0.504944	4.9391
1.04e-06	1.00994	0.504942	4.94012
1.05e-06	1.00994	0.504941	4.94112
1.06e-06	1.00994	0.50494	4.94214
1.07e-06	1.00994	0.504939	4.9432
1.08e-06	1.00994	0.504938	4.94428
1.09e-06	1.00994	0.504937	4.94535
1.1e-06	1.00993	0.504936	4.94642
1.11e-06	1.00993	0.504935	4.94748
1.12e-06	1.00993	0.504934	4.94856
1.13e-06	1.00993	0.504932	4.94967
1.14e-06	1.00993	0.504931	4.9508
1.15e-06	1.00993	0.50493	4.95194
1.16e-06	1.00993	0.504929	4.95307
1.17e-06	1.00993	0.504928	4.9542
1.18e-06	1.00992	0.504926	4.95533
1.19e-06	1.00992	0.504925	4.95648
1.2e-06	1.00992	0.504924	4.95765
1.21e-06	1.00992	0.504923	4.95885
1.22e-06	1.00992	0.504921	4.96006
1.23e-06	1.00992	0.50492	4.96127
1.24e-06	1.00992	0.504919	4.96247
1.25e-06	1.00992	0.504918	4.96367
1.26e-06	1.00991	0.504916	4.96488
1.27e-06	1.00991	0.504915	4.9661
1.28e-06	1.00991	0.504914	4.96736
1.29e-06	1.00991	0.504912	4.96863
1.3e-06	1.00991	0.504911	4.96992
1.31e-06	1.00991	0.50491	4.97121
1.32e-06	1.00991	0.504908	4.9725
1.33e-06	1.0099	0.504907	4.97379
1.34e-06	1.0099	0.504906	4.97507
1.35e-06	1.0099	0.504904	4.97636
1.36e-06	1.0099	0.504903	4.97767
1.37e-06	1.0099	0.504901	4.97901
1.38e-06	1.0099	0.5049	4.98036
1.39e-06	1.0099	0.504899	4.98173
1.4e-06	1.00989	0.504897	4.98311
1.41e-06	1.00989	0.504896	4.9845
1.42e-06	1.00989	0.504894	4.98588
1.43e-06	1.00989	0.504893	4.98728
1.44e-06	1.00989	0.504891	4.98867
1.45e-06	1.00989	0.50489	4.99005
1.46e-06	1.00989	0.504888	4.99145
1.47e-06	1.00988	0.504887	4.99288
1.48e-06	1.00988	0.504885	4.99429
1.49e-06	1.00988	0.504884	4.99576
1.5e-06	1.00988	0.504882	4.99723
1.51e-06	1.00988	0.504881	4.99871
1.52e-06	1.00988	0.504879	5.00022
1.53e-06	1.00988	0.504878	5.00171
1.54e-06	1.00987	0.504876	5.00323
1.55e-06	1.00987	0.504875	5.00472
1.56e-06	1.00987	0.504873	5.00624
1.57e-06	1.00987	0.504871	5.00774
1.58e-06	1.00987	0.50487	5.00927
1.59e-06	1.00987	0.504868	5.01078
1.6e-06	1.00986	0.504866	5.01232
1.61e-06	1.00986	0.504865	5.01389
1.62e-06	1.00986	0.504863	5.01545
1.63e-06	1.00986	0.504861	5.01705
1.64e-06	1.00986	0.50486	5.01864
1.65e-06	1.00986	0.504858	5.02027
1.66e-06	1.00985	0.504856	5.02191
1.67e-06	1.00985	0.504854	5.02354
1.68e-06	1.00985	0.504853	5.0252
1.69e-06	1.00985	0.504851	5.02683
1.7e-06	1.00985	0.504849	5.02847
1.71e-06	1.00985	0.504848	5.03014
1.72e-06	1.00984	0.504846	5.03179
1.73e-06	1.00984	0.504844	5.03345
1.74e-06	1.00984	0.504842	5.03513
1.75e-06	1.00984	0.50484	5.03679
1.76e-06	1.00984	0.504839	5.03848
1.77e-06	1.00983	0.504837	5.0402
1.78e-06	1.00983	0.504835	5.04193
1.79e-06	1.00983	0.504833	5.04365
1.8e-06	1.00983	0.504831	5.04542
1.81e-06	1.00983	0.504829	5.04719
1.82e-06	1.00983	0.504828	5.04895
1.83e-06	1.00982	0.504826	5.05074
1.84e-06	1.00982	0.504824	5.05257
1.85e-06	1.00982	0.504822	5.05438
1.86e-06	1.00982	0.50482	5.05618
1.87e-06	1.00982	0.504818	5.05801
1.88e-06	1.00981	0.504816	5.05984
1.89e-06	1.00981	0.504814	5.06166
1.9e-06	1.00981	0.504812	5.06348
1.91e-06	1.00981	0.50481	5.06532
1.92e-06	1.00981	0.504808	5.06719
1.93e-06	1.0098	0.504806	5.06904
1.94e-06	1.0098	0.504804	5.07089
1.95e-06	1.0098	0.504802	5.07276
1.96e-06	1.0098	0.5048	5.07466
1.97e-06	1.0098	0.504798	5.07655
1.98e-06	1.00979	0.504796	5.07844
1.99e-06	1.00979	0.504794	5.08036
2e-06	1.00979	0.504792	5.08231
2.01e-06	1.00979	0.50479	5.08428
2.02e-06	1.00979	0.504788	5.08625
2.03e-06	1.00978	0.504786	5.08821
2.04e-06	1.00978	0.504784	5.0902
2.05e-06	1.00978	0.504781	5.09222
2.06e-06	1.00978	0.504779	5.09424
2.07e-06	1.00978	0.504777	5.09624
2.08e-06	1.00977	0.504775	5.09825
2.09e-06	1.00977	0.504773	5.10028
2.1e-06	1.00977	0.504771	5.10234
2.11e-06	1.00977	0.504768	5.1044
2.12e-06	1.00977	0.504766	5.10646
2.13e-06	1.00976	0.504764	5.1085
2.14e-06	1.00976	0.504762	5.11056
2.15e-06	1.00976	0.50476	5.11264
2.16e-06	1.00976	0.504757	5.11473
2.17e-06	1.00975	0.504755	5.11681
2.18e-06	1.00975	0.504753	5.1189
2.19e-06	1.00975	0.504751	5.12098
2.2e-06	1.00975	0.504748	5.12307
2.21e-06	1.00975	0.504746	5.12521
2.22e-06	1.00974	0.504744	5.12736
2.23e-06	1.00974	0.504741	5.12951
2.24e-06	1.00974	0.504739	5.13168
2.25e-06	1.00974	0.504737	5.13382
2.26e-06	1.00973	0.504734	5.136
2.27e-06	1.00973	0.504732	5.1382
2.28e-06	1.00973	0.50473	5.14042
2.29e-06	1.00973	0.504727	5.14265
2.3e-06	1.00972	0.504725	5.14488
2.31e-06	1.00972	0.504722	5.14711
2.32e-06	1.00972	0.50472	5.14934
2.33e-06	1.00972	0.504717	5.15161
2.34e-06	1.00972	0.504715	5.15389
2.35e-06	1.00971	0.504713	5.1562
2.36e-06	1.00971	0.50471	5.15851
2.37e-06	1.00971	0.504708	5.16082
2.38e-06	1.00971	0.504705	5.16313
2.39e-06	1.0097	0.504703	5.16543
2.4e-06	1.0097	0.5047	5.16776
2.41e-06	1.0097	0.504698	5.17008
2.42e-06	1.0097	0.504695	5.17245
2.43e-06	1.00969	0.504693	5.1748
2.44e-06	1.00969	0.50469	5.17716
2.45e-06	1.00969	0.504688	5.17951
2.46e-06	1.00969	0.504685	5.18185
2.47e-06	1.00968	0.504682	5.18422
2.48e-06	1.00968	0.50468	5.18658
2.49e-06	1.00968	0.504677	5.18899
2.5e-06	1.00968	0.504674	5.19141
2.51e-06	1.00967	0.504672	5.19382
2.52e-06	1.00967	0.504669	5.19626
2.53e-06	1.00967	0.504667	5.19868
2.54e-06	1.00967	0.504664	5.2011
2.55e-06	1.00966	0.504661	5.20354
2.56e-06	1.00966	0.504659	5.20598
2.57e-06	1.00966	0.504656	5.20844
2.58e-06	1.00966	0.504653	5.21094
2.59e-06	1.00965	0.50465	5.21343
2.6e-06	1.00965	0.504648	5.21594
2.61e-06	1.00965	0.504645	5.21847
2.62e-06	1.00965	0.504642	5.22097
2.63e-06	1.00964	0.504639	5.22349
2.64e-06	1.00964	0.504637	5.22603
2.65e-06	1.00964	0.504634	5.22858
2.66e-06	1.00963	0.504631	5.23113
2.67e-06	1.00963	0.504628	5.23374
2.68e-06	1.00963	0.504625	5.23636
2.69e-06	1.00963	0.504623	5.23897
2.7e-06	1.00962	0.50462	5.2416
2.71e-06	1.00962	0.504617	5.24424
2.72e-06	1.00962	0.504614	5.24686
2.73e-06	1.00962	0.504611	5.24949
2.74e-06	1.00961	0.504608	5.25215
2.75e-06	1.00961	0.504606	5.2548
2.76e-06	1.00961	0.504603	5.25746
2.77e-06	1.0096	0.5046	5.26015
2.78e-06	1.0096	0.504597	5.26286
2.79e-06	1.0096	0.504594	5.26556
2.8e-06	1.0096	0.504591	5.26826
2.81e-06	1.00959	0.504588	5.27098
2.82e-06	1.00959	0.504585	5.2737
2.83e-06	1.00959	0.504582	5.27641
2.84e-06	1.00958	0.504579	5.27912
2.85e-06	1.00958	0.504576	5.28186
2.86e-06	1.00958	0.504573	5.28462
2.87e-06	1.00958	0.50457	5.28736
2.88e-06	1.00957	0.504567	5.29012
2.89e-06	1.00957	0.504564	5.29293
2.9e-06	1.00957	0.50456	5.29574
2.91e-06	1.00956	0.504557	5.29854
2.92e-06	1.00956	0.504554	5.30133
2.93e-06	1.00956	0.504551	5.30415
2.94e-06	1.00956	0.504548	5.30696
2.95e-06	1.00955	0.504545	5.30977
2.96e-06	1.00955	0.504542	5.31259
2.97e-06	1.00955	0.504539	5.3154
2.98e-06	1.00954	0.504535	5.31826
2.99e-06	1.00954	0.504532	5.32113
3e-06	1.00954	0.504529	5.324
3.01e-06	1.00953	0.504526	5.32688
3.02e-06	1.00953	0.504523	5.32976
3.03e-06	1.00953	0.50452	5.3327
3.04e-06	1.00953	0.504516	5.33561
3.05e-06	1.00952	0.504513	5.33852
3.06e-06	1.00952	0.50451	5.34142
3.07e-06	1.00952	0.504506	5.34436
3.08e-06	1.00951	0.504503	5.34731
3.09e-06	1.00951	0.5045	5.35025
3.1e-06	1.00951	0.504497	5.3532
3.11e-06	1.0095	0.504493	5.35617
3.12e-06	1.0095	0.50449	5.35917
3.13e-06	1.0095	0.504487	5.3622
3.14e-06	1.00949	0.504483	5.36523
3.15e-06	1.00949	0.50448	5.36827
3.16e-06	1.00949	0.504476	5.37131
3.17e-06	1.00948	0.504473	5.37438
3.18e-06	1.00948	0.50447	5.37744
3.19e-06	1.00948	0.504466	5.38054
3.2e-06	1.00948	0.504463	5.38361
3.21e-06	1.00947	0.50446	5.38669
3.22e-06	1.00947	0.504456	5.38976
3.23e-06	1.00947	0.504453	5.39286
3.24e-06	1.00946	0.504449	5.39599
3.25e-06	1.00946	0.504446	5.39911
3.26e-06	1.00946	0.504442	5.40225
3.27e-06	1.00945	0.504439	5.40537
3.28e-06	1.00945	0.504435	5.40854
3.29e-06	1.00945	0.504432	5.41173
3.3e-06	1.00944	0.504428	5.41492
3.31e-06	1.00944	0.504425	5.41814
3.32e-06	1.00944	0.504421	5.42132
3.33e-06	1.00943	0.504418	5.42451
3.34e-06	1.00943	0.504414	5.42773
3.35e-06	1.00943	0.50441	5.43094
3.36e-06	1.00942	0.504407	5.43418
3.37e-06	1.00942	0.504403	5.4374
3.38e-06	1.00942	0.504399	5.44061
3.39e-06	1.00941	0.504396	5.44386
3.4e-06	1.00941	0.504392	5.44709
3.41e-06	1.00941	0.504389	5.45036
3.42e-06	1.0094	0.504385	5.45366
3.43e-06	1.0094	0.504381	5.45695
3.44e-06	1.0094	0.504377	5.46025
3.45e-06	1.00939	0.504374	5.46357
3.46e-06	1.00939	0.50437	5.46688
3.47e-06	1.00938	0.504366	5.47021
3.48e-06	1.00938	0.504363	5.47357
3.49e-06	1.00938	0.504359	5.47692
3.5e-06	1.00937	0.504355	5.48028
3.51e-06	1.00937	0.504351	5.48365
3.52e-06	1.00937	0.504347	5.48699
3.53e-06	1.00936	0.504344	5.49033
3.54e-06	1.00936	0.50434	5.49371
3.55e-06	1.00936	0.504336	5.49709
3.56e-06	1.00935	0.504332	5.50047
3.57e-06	1.00935	0.504328	5.50389
3.58e-06	1.00935	0.504324	5.50729
3.59e-06	1.00934	0.504321	5.51068
3.6e-06	1.00934	0.504317	5.5141
3.61e-06	1.00934	0.504313	5.51754
3.62e-06	1.00933	0.504309	5.52099
3.63e-06	1.00933	0.504305	5.52444
3.64e-06	1.00932	0.504301	5.52794
3.65e-06	1.00932	0.504297	5.53145
3.66e-06	1.00932	0.504293	5.53491
3.67e-06	1.00931	0.504289	5.5384
3.68e-06	1.00931	0.504285	5.54191
3.69001e-06	1.00931	0.504281	5.5454
3.70001e-06	1.0093	0.504277	5.54891
3.71001e-06	1.0093	0.504273	5.55245
3.72001e-06	1.00929	0.504269	5.556
3.73001e-06	1.00929	0.504265	5.55955
3.74001e-06	1.00929	0.504261	5.56307
3.75001e-06	1.00928	0.504257	5.56662
3.76001e-06	1.00928	0.504253	5.57018
3.77001e-06	1.00928	0.504249	5.57373
3.78001e-06	1.00927	0.504245	5.57732
3.79001e-06	1.00927	0.50424	5.58094
3.80001e-06	1.00927	0.504236	5.58459
3.81001e-06	1.00926	0.504232	5.58821
3.82001e-06	1.00926	0.504228	5.59186
3.83001e-06	1.00925	0.504224	5.59551
3.84001e-06	1.00925	0.50422	5.59918
3.85001e-06	1.00925	0.504215	5.60284
3.86001e-06	1.00924	0.504211	5.60652
3.87001e-06	1.00924	0.504207	5.61024
3.88001e-06	1.00923	0.504203	5.61398
3.89001e-06	1.00923	0.504198	5.6177
3.90001e-06	1.00923	0.504194	5.62143
3.91001e-06	1.00922	0.50419	5.62515
3.92001e-06	1.00922	0.504186	5.6289
3.93001e-06	1.00922	0.504181	5.63262
3.94001e-06	1.00921	0.504177	5.63635
3.95001e-06	1.00921	0.504173	5.64009
3.96001e-06	1.0092	0.504168	5.64389
3.97001e-06	1.0092	0.504164	5.64768
3.98001e-06	1.0092	0.50416	5.65148
3.99001e-06	1.00919	0.504155	5.65527
4.00001e-06	1.00919	0.504151	5.65908
4.01001e-06	1.00918	0.504147	5.66291
4.02001e-06	1.00918	0.504142	5.66672
4.03001e-06	1.00918	0.504138	5.67055
4.04001e-06	1.00917	0.504133	5.67438
4.05001e-06	1.00917	0.504129	5.67826
4.06001e-06	1.00916	0.504124	5.68216
4.07001e-06	1.00916	0.50412	5.68607
4.08001e-06	1.00916	0.504116	5.68998
4.09001e-06	1.00915	0.504111	5.69388
4.10001e-06	1.00915	0.504106	5.69781
4.11001e-06	1.00914	0.504102	5.70173
4.12001e-06	1.00914	0.504098	5.70565
4.13001e-06	1.00913	0.504093	5.70957
4.14001e-06	1.00913	0.504088	5.71349
4.15001e-06	1.00913	0.504084	5.71746
4.16001e-06	1.00912	0.504079	5.72144
4.17001e-06	1.00912	0.504075	5.72541
4.18001e-06	1.00911	0.50407	5.7294
4.19001e-06	1.00911	0.504065	5.73337
4.20001e-06	1.00911	0.504061	5.73737
4.21001e-06	1.0091	0.504056	5.74137
4.22001e-06	1.0091	0.504051	5.74535
4.23001e-06	1.00909	0.504047	5.74934
4.24001e-06	1.00909	0.504042	5.75334
4.25001e-06	1.00908	0.504037	5.75736
4.26001e-06	1.00908	0.504033	5.76143
4.27001e-06	1.00908	0.504028	5.76551
4.28001e-06	1.00907	0.504023	5.76958
4.29002e-06	1.00907	0.504018	5.77367
4.30002e-06	1.00906	0.504014	5.77776
4.31002e-06	1.00906	0.504009	5.78186
4.32002e-06	1.00905	0.504004	5.786
4.33002e-06	1.00905	0.503999	5.7901
4.34002e-06	1.00905	0.503995	5.7942
4.35002e-06	1.00904	0.50399	5.79833
4.36002e-06	1.00904	0.503985	5.80247
4.37002e-06	1.00903	0.50398	5.80663
4.38002e-06	1.00903	0.503975	5.81082
4.39002e-06	1.00902	0.503971	5.81501
4.40002e-06	1.00902	0.503965	5.81918
4.41002e-06	1.00902	0.503961	5.82338
4.42002e-06	1.00901	0.503956	5.82758
4.43002e-06	1.00901	0.503951	5.83176
4.44002e-06	1.009	0.503946	5.83598
4.45002e-06	1.009	0.503941	5.84018
4.46002e-06	1.00899	0.503936	5.84435
4.47002e-06	1.00899	0.503931	5.84855
4.48002e-06	1.00899	0.503926	5.85278
4.49002e-06	1.00898	0.503921	5.857
4.50002e-06	1.00898	0.503916	5.86126
4.51002e-06	1.00897	0.503911	5.86553
4.52002e-06	1.00897	0.503906	5.86981
4.53002e-06	1.00896	0.503901	5.87406
4.54002e-06	1.00896	0.503896	5.87835
4.55002e-06	1.00895	0.503891	5.88265
4.56002e-06	1.00895	0.503886	5.88693
4.57002e-06	1.00894	0.503881	5.89124
4.58002e-06	1.00894	0.503876	5.89555
4.59002e-06	1.00894	0.503871	5.89987
4.60002e-06	1.00893	0.503865	5.90416
4.61002e-06	1.00893	0.50386	5.90851
4.62002e-06	1.00892	0.503855	5.91288
4.63002e-06	1.00892	0.50385	5.91727
4.64002e-06	1.00891	0.503845	5.92165
4.65002e-06	1.00891	0.50384	5.92606
4.66002e-06	1.0089	0.503834	5.93046
4.67002e-06	1.0089	0.503829	5.93487
4.68002e-06	1.00889	0.503824	5.93926
4.69002e-06	1.00889	0.503819	5.94371
4.70002e-06	1.00888	0.503814	5.94813
4.71002e-06	1.00888	0.503808	5.95256
4.72002e-06	1.00888	0.503803	5.95697
4.73002e-06	1.00887	0.503798	5.96141
4.74002e-06	1.00887	0.503792	5.96584
4.75002e-06	1.00886	0.503787	5.97029
4.76002e-06	1.00886	0.503782	5.97475
4.77002e-06	1.00885	0.503776	5.97925
4.78002e-06	1.00885	0.503771	5.98376
4.79002e-06	1.00884	0.503766	5.98825
4.80002e-06	1.00884	0.50376	5.99276
4.81002e-06	1.00883	0.503755	5.99726
4.82002e-06	1.00883	0.503749	6.00179
4.83002e-06	1.00882	0.503744	6.0063
4.84002e-06	1.00882	0.503739	6.01084
4.85002e-06	1.00881	0.503733	6.01539
4.86003e-06	1.00881	0.503728	6.01994
4.87002e-06	1.0088	0.503722	6.02449
4.88003e-06	1.0088	0.503717	6.02902
4.89003e-06	1.00879	0.503711	6.0336
4.90003e-06	1.00879	0.503706	6.03819
4.91003e-06	1.00878	0.503701	6.0428
4.92003e-06	1.00878	0.503695	6.04744
4.93003e-06	1.00878	0.503689	6.05208
4.94003e-06	1.00877	0.503684	6.05676
4.95003e-06	1.00877	0.503678	6.06142
4.96003e-06	1.00876	0.503673	6.06608
4.97003e-06	1.00876	0.503667	6.07075
4.98003e-06	1.00875	0.503662	6.07544
4.99003e-06	1.00875	0.503656	6.08015
5.00003e-06	1.00874	0.50365	6.08485
5.01003e-06	1.00874	0.503645	6.08954
5.02003e-06	1.00873	0.503639	6.09426
5.03003e-06	1.00873	0.503634	6.09899
5.04003e-06	1.00872	0.503628	6.10372
5.05003e-06	1.00872	0.503622	6.10844
5.06003e-06	1.00871	0.503617	6.11316
5.07003e-06	1.00871	0.503611	6.11794
5.08003e-06	1.0087	0.503605	6.12274
5.09003e-06	1.0087	0.5036	6.12754
5.10003e-06	1.00869	0.503594	6.13235
5.11003e-06	1.00869	0.503588	6.13715
5.12003e-06	1.00868	0.503582	6.14194
5.13003e-06	1.00868	0.503577	6.14677
5.14003e-06	1.00867	0.503571	6.15159
5.15003e-06	1.00867	0.503565	6.15639
5.16003e-06	1.00866	0.503559	6.16122
5.17003e-06	1.00866	0.503553	6.16605
5.18003e-06	1.00865	0.503548	6.17089
5.19003e-06	1.00865	0.503542	6.17576
5.20003e-06	1.00864	0.503536	6.1806
5.21003e-06	1.00864	0.50353	6.18543
5.22003e-06	1.00863	0.503524	6.19031
5.23003e-06	1.00862	0.503518	6.19518
5.24003e-06	1.00862	0.503512	6.20008
5.25003e-06	1.00861	0.503506	6.20501
5.26003e-06	1.00861	0.5035	6.20993
5.27003e-06	1.0086	0.503494	6.21488
5.28003e-06	1.0086	0.503488	6.21984
5.29003e-06	1.00859	0.503483	6.22482
5.30003e-06	1.00859	0.503477	6.22977
5.31003e-06	1.00858	0.503471	6.23474
5.32003e-06	1.00858	0.503465	6.23971
5.33003e-06	1.00857	0.503458	6.24468
5.34003e-06	1.00857	0.503452	6.24969
5.35003e-06	1.00856	0.503446	6.25471
5.36003e-06	1.00856	0.50344	6.25971
5.37003e-06	1.00855	0.503434	6.26472
5.38003e-06	1.00855	0.503428	6.26976
5.39003e-06	1.00854	0.503422	6.27479
5.40003e-06	1.00854	0.503416	6.27984
5.41003e-06	1.00853	0.50341	6.28489
5.42003e-06	1.00853	0.503404	6.28996
5.43003e-06	1.00852	0.503398	6.29501
5.44003e-06	1.00851	0.503391	6.30012
5.45003e-06	1.00851	0.503385	6.30525
5.46004e-06	1.0085	0.503379	6.3104
5.47003e-06	1.0085	0.503373	6.31552
5.48004e-06	1.00849	0.503366	6.32066
5.49004e-06	1.00849	0.50336	6.32579
5.50004e-06	1.00848	0.503354	6.33091
5.51004e-06	1.00848	0.503348	6.33605
5.52004e-06	1.00847	0.503342	6.34122
5.53004e-06	1.00847	0.503335	6.34636
5.54004e-06	1.00846	0.503329	6.3515
5.55004e-06	1.00845	0.503323	6.35666
5.56004e-06	1.00845	0.503316	6.36184
5.57004e-06	1.00844	0.50331	6.36702
5.58004e-06	1.00844	0.503304	6.3722
5.59004e-06	1.00843	0.503297	6.37742
5.60004e-06	1.00843	0.503291	6.3826
5.61004e-06	1.00842	0.503285	6.38779
5.62004e-06	1.00842	0.503278	6.39299
5.63004e-06	1.00841	0.503272	6.39823
5.64004e-06	1.00841	0.503265	6.40348
5.65004e-06	1.0084	0.503259	6.40873
5.66004e-06	1.00839	0.503252	6.41401
5.67004e-06	1.00839	0.503246	6.41929
5.68004e-06	1.00838	0.50324	6.42459
5.69004e-06	1.00838	0.503233	6.42988
5.70004e-06	1.00837	0.503227	6.43519
5.71004e-06	1.00837	0.50322	6.44051
5.72004e-06	1.00836	0.503214	6.4458
5.73004e-06	1.00836	0.503207	6.45109
5.74004e-06	1.00835	0.503201	6.45639
5.75004e-06	1.00834	0.503194	6.46172
5.76004e-06	1.00834	0.503187	6.46707
5.77004e-06	1.00833	0.503181	6.47241
5.78004e-06	1.00833	0.503174	6.47779
5.79004e-06	1.00832	0.503168	6.48317
5.80004e-06	1.00832	0.503161	6.48854
5.81004e-06	1.00831	0.503155	6.49391
5.82004e-06	1.0083	0.503148	6.49929
5.83004e-06	1.0083	0.503141	6.50472
5.84004e-06	1.00829	0.503135	6.51015
5.85004e-06	1.00829	0.503128	6.51557
5.86004e-06	1.00828	0.503121	6.52101
5.87004e-06	1.00828	0.503115	6.52644
5.88004e-06	1.00827	0.503108	6.53192
5.89004e-06	1.00826	0.503101	6.5374
5.90004e-06	1.00826	0.503094	6.54288
5.91004e-06	1.00825	0.503088	6.5484
5.92004e-06	1.00825	0.503081	6.55392
5.93004e-06	1.00824	0.503074	6.55942
5.94004e-06	1.00824	0.503067	6.56492
5.95004e-06	1.00823	0.503061	6.5704
5.96004e-06	1.00822	0.503054	6.57591
5.97004e-06	1.00822	0.503047	6.58143
5.98004e-06	1.00821	0.50304	6.58695
5.99004e-06	1.00821	0.503033	6.59247
6.00004e-06	1.0082	0.503026	6.598
6.01004e-06	1.00819	0.50302	6.60355
6.02004e-06	1.00819	0.503013	6.6091
6.03004e-06	1.00818	0.503006	6.61467
6.04004e-06	1.00818	0.502999	6.62023
6.05004e-06	1.00817	0.502992	6.62581
6.06005e-06	1.00816	0.502985	6.63143
6.07005e-06	1.00816	0.502978	6.637
6.08005e-06	1.00815	0.502971	6.64259
6.09005e-06	1.00815	0.502964	6.64817
6.10005e-06	1.00814	0.502957	6.65377
6.11005e-06	1.00813	0.50295	6.65939
6.12005e-06	1.00813	0.502943	6.66504
6.13005e-06	1.00812	0.502936	6.67069
6.14005e-06	1.00812	0.502929	6.67633
6.15005e-06	1.00811	0.502922	6.68202
6.16005e-06	1.0081	0.502915	6.68769
6.17005e-06	1.0081	0.502908	6.69335
6.18005e-06	1.00809	0.502901	6.69901
6.19005e-06	1.00809	0.502894	6.70468
6.20005e-06	1.00808	0.502887	6.71035
6.21005e-06	1.00807	0.50288	6.71606
6.22005e-06	1.00807	0.502872	6.72175
6.23005e-06	1.00806	0.502865	6.72744
6.24005e-06	1.00806	0.502858	6.73312
